max_reinforce,min_diff_A,max_freq_M0,max_freq_F1,final_adapt_diff_unlinked,this.order,n.gen,r12,r23,r34,s,n.unlinked,prop.replaced0,prop.replaced1,discrim
0.99723212918578,0.999595547219294,2.03833997589164e-4,0.99592201502103594,NA,AMF,10000,0,0,0.5,0.92,0,0.056,0.056,1
0.997606389178771,0.999693518074781,1.54412507769042e-4,0.99598182435034,NA,AMF,10000,0,0,0.5,0.93,0,0.056,0.056,1
0.997971043451911,0.999777125409471,1.12266672502846e-4,0.996038119066076,NA,AMF,10000,0,0,0.5,0.94,0,0.056,0.056,1
0.998326650776585,0.999846793470721,7.71624280934591e-5,0.996091107433491,NA,AMF,10000,0,0,0.5,0.95,0,0.056,0.056,1
0.998673737269519,0.999902933800911,4.88804354308556e-5,0.996140980160201,NA,AMF,10000,0,0,0.5,0.96,0,0.056,0.056,1
0.999012799066851,0.99994594516437,2.72169943065074e-5,0.996187912130607,NA,AMF,10000,0,0,0.5,0.97,0,0.056,0.056,1
0.999344304756372,0.999976211315279,1.1974993536787e-5,0.996232063941323,NA,AMF,10000,0,0,0.5,0.98,0,0.056,0.056,1
0.999668697594143,0.999994109479368,2.96452121443108e-6,0.99627358326354,NA,AMF,10000,0,0,0.5,0.99,0,0.056,0.056,1
0.999986397528514,1,0,0.996312606054513,NA,AMF,10000,0,0,0.5,1,0,0.056,0.056,1
0.0199,0,1,0.0100000000000001,NA,AMF,10000,0,0,0.5,0,0,0.058,0.058,1
0.0199,0,1,0.010005687813283,NA,AMF,10000,0,0,0.5,0.01,0,0.058,0.058,1
0.0199,8.88178419700125e-16,0.999999999999998,0.0100113821004922,NA,AMF,10000,0,0,0.5,0.02,0,0.058,0.058,1
0.0199,0.140161985118157,0.76051860868585,0.0101335769009024,NA,AMF,10000,0,0,0.5,0.03,0,0.058,0.058,1
0.0199,0.25656026605724,0.603919611262985,0.0122067030458212,NA,AMF,10000,0,0,0.5,0.04,0,0.058,0.058,1
0.0199,0.316679706826283,0.558277530189949,0.0185513064153796,NA,AMF,10000,0,0,0.5,0.05,0,0.058,0.058,1
0.0200132508279957,0.364300596490724,0.528242194688061,0.0271886550521323,NA,AMF,10000,0,0,0.5,0.06,0,0.058,0.058,1
0.0301541807745673,0.406894074677757,0.500457462516633,0.0374289576981471,NA,AMF,10000,0,0,0.5,0.07,0,0.058,0.058,1
0.0425314789150437,0.445137991499327,0.474696714092178,0.049203209666983,NA,AMF,10000,0,0,0.5,0.08,0,0.058,0.058,1
0.0570774520340711,0.479660352304264,0.450741158252476,0.0624437351000043,NA,AMF,10000,0,0,0.5,0.09,0,0.058,0.058,1
0.0736981290800152,0.511013416855615,0.428380980281621,0.0770860849919286,NA,AMF,10000,0,0,0.5,0.1,0,0.058,0.058,1
0.092283863014036,0.539666093346306,0.407425873174589,0.0930697888325896,NA,AMF,10000,0,0,0.5,0.11,0,0.058,0.058,1
0.11271530125865,0.566010721484732,0.387707392168186,0.110337647526573,NA,AMF,10000,0,0,0.5,0.12,0,0.058,0.058,1
0.134866147384654,0.590374383153479,0.369077782356027,0.12883435729113,NA,AMF,10000,0,0,0.5,0.13,0,0.058,0.058,1
0.158604587441576,0.613030725188077,0.351407225304284,0.148504859922821,NA,AMF,10000,0,0,0.5,0.14,0,0.058,0.058,1
0.18379369390657,0.634210736285509,0.334580545517481,0.169292505734765,NA,AMF,10000,0,0,0.5,0.15,0,0.058,0.058,1
0.210291675998747,0.654112056182992,0.31849386397577,0.191136986919483,NA,AMF,10000,0,0,0.5,0.16,0,0.058,0.058,1
0.237952148525891,0.672905617916522,0.30305272002207,0.213972704365283,NA,AMF,10000,0,0,0.5,0.17,0,0.058,0.058,1
0.266624523003143,0.690733518130868,0.288178464279002,0.237731684776582,NA,AMF,10000,0,0,0.5,0.18,0,0.058,0.058,1
0.296154185523164,0.70770718073332,0.273813088516102,0.262348022407624,NA,AMF,10000,0,0,0.5,0.19,0,0.058,0.058,1
0.326383472199625,0.723917789685947,0.259910140674134,0.287755322190849,NA,AMF,10000,0,0,0.5,0.2,0,0.058,0.058,1
0.357152354668353,0.739440870993678,0.246431697117195,0.313886204204358,NA,AMF,10000,0,0,0.5,0.21,0,0.058,0.058,1
0.38829972065441,0.754338938666532,0.233347049549798,0.340672550803773,NA,AMF,10000,0,0,0.5,0.22,0,0.058,0.058,1
0.419664555681214,0.768663677746494,0.220631578765206,0.368045783963276,NA,AMF,10000,0,0,0.5,0.23,0,0.058,0.058,1
0.451087423056873,0.782457755945529,0.208265785090725,0.395937138123337,NA,AMF,10000,0,0,0.5,0.24,0,0.058,0.058,1
0.482412140138171,0.795756333624975,0.196234452839177,0.424277886628597,NA,AMF,10000,0,0,0.5,0.25,0,0.058,0.058,1
0.513487164691073,0.808588324012408,0.184525932923772,0.452999469617682,NA,AMF,10000,0,0,0.5,0.26,0,0.058,0.058,1
0.544167201847076,0.820977440197256,0.173131534842049,0.482033457498023,NA,AMF,10000,0,0,0.5,0.27,0,0.058,0.058,1
0.574314376717188,0.832943051792486,0.162045026627125,0.511311265409921,NA,AMF,10000,0,0,0.5,0.28,0,0.058,0.058,1
0.603799196986482,0.844500861299146,0.151262249512068,0.540763508343499,NA,AMF,10000,0,0,0.5,0.29,0,0.058,0.058,1
0.632501168249234,0.855663397188066,0.140780863572827,0.570318851478276,NA,AMF,10000,0,0,0.5,0.3,0,0.058,0.058,1
0.660308914545168,0.866440306545789,0.130600252229969,0.599902164025906,NA,AMF,10000,0,0,0.5,0.31,0,0.058,0.058,1
0.687120036366557,0.876838414130994,0.12072162773231,0.629431728416285,NA,AMF,10000,0,0,0.5,0.32,0,0.058,0.058,1
0.712840568892784,0.886861497268586,0.111148396127793,0.658815199876963,NA,AMF,10000,0,0,0.5,0.33,0,0.058,0.058,1
0.737384370635543,0.896509710726232,0.101886855182647,0.687943985855932,NA,AMF,10000,0,0,0.5,0.34,0,0.058,0.058,1
0.7606724358466,0.905778593719026,0.0929473010822287,0.716685799085769,NA,AMF,10000,0,0,0.5,0.35,0,0.058,0.058,1
0.782632497257242,0.914657629438449,0.0843455823793031,0.74487549948383,NA,AMF,10000,0,0,0.5,0.36,0,0.058,0.058,1
0.803199169264744,0.923128459649816,0.076105008089428,0.772305273003269,NA,AMF,10000,0,0,0.5,0.37,0,0.058,0.058,1
0.822315030144063,0.931163163793977,0.068258207987505,0.798717067640904,NA,AMF,10000,0,0,0.5,0.38,0,0.058,0.058,1
0.839933067645219,0.938723548575569,0.0608479977349656,0.823803068170362,NA,AMF,10000,0,0,0.5,0.39,0,0.058,0.058,1
0.856020900083329,0.945763009125727,0.05392566557841,0.847222547312452,NA,AMF,10000,0,0,0.5,0.4,0,0.058,0.058,1
0.870566856838894,0.95116964222301,0.0475450056096894,0.868641893832605,NA,AMF,10000,0,0,0.5,0.41,0,0.058,0.058,1
0.883587196789755,0.95383872983318,0.0417518967092885,0.887794349074327,NA,AMF,10000,0,0,0.5,0.42,0,0.058,0.058,1
0.895132420175629,0.956368352614526,0.0365723824845241,0.904539037024255,NA,AMF,10000,0,0,0.5,0.43,0,0.058,0.058,1
0.905289455540308,0.958766741699017,0.0320046730223904,0.918889962694129,NA,AMF,10000,0,0,0.5,0.44,0,0.058,0.058,1
0.914169678290855,0.961039575682838,0.0280190854040012,0.930999564778981,NA,AMF,10000,0,0,0.5,0.45,0,0.058,0.058,1
0.921913704219454,0.963197103364335,0.024565225578958,0.941109634086051,NA,AMF,10000,0,0,0.5,0.46,0,0.058,0.058,1
0.928674536490795,0.965245837140049,0.0215820656236775,0.949497524663989,NA,AMF,10000,0,0,0.5,0.47,0,0.058,0.058,1
0.934595884740667,0.96718962330279,0.0190067135482434,0.95643694613599,NA,AMF,10000,0,0,0.5,0.48,0,0.058,0.058,1
0.939805471044391,0.969036751539466,0.0167800729217946,0.962176662793234,NA,AMF,10000,0,0,0.5,0.49,0,0.058,0.058,1
0.944412919410189,0.970792544446676,0.0149600721196913,0.966932153586032,NA,AMF,10000,0,0,0.5,0.5,0,0.058,0.058,1
0.948510390129669,0.972461082679081,0.0140466537463888,0.970884619961146,NA,AMF,10000,0,0,0.5,0.51,0,0.058,0.058,1
0.952174504116178,0.974046620513692,0.0132293640825553,0.974183562912432,NA,AMF,10000,0,0,0.5,0.52,0,0.058,0.058,1
0.955468663153023,0.975554801459944,0.0124542729955216,0.976950802635772,NA,AMF,10000,0,0,0.5,0.53,0,0.058,0.058,1
0.958445304354178,0.976989488170843,0.0117179022691575,0.979284822921725,NA,AMF,10000,0,0,0.5,0.54,0,0.058,0.058,1
0.961147892642808,0.978353820694406,0.0110181935730826,0.981264882225069,NA,AMF,10000,0,0,0.5,0.55,0,0.058,0.058,1
0.963612597025517,0.979650800592977,0.0103532348248145,0.982954643370927,NA,AMF,10000,0,0,0.5,0.56,0,0.058,0.058,1
0.965869663322522,0.980884876559633,0.00972120063398009,0.98440524562293,NA,AMF,10000,0,0,0.5,0.57,0,0.058,0.058,1
0.967944522167802,0.982058991145854,0.00912053938539377,0.985657833981522,NA,AMF,10000,0,0,0.5,0.58,0,0.058,0.058,1
0.969858677139623,0.983175919189758,0.00854961765328532,0.9867456036296,NA,AMF,10000,0,0,0.5,0.59,0,0.058,0.058,1
0.971630415062816,0.98423746883247,0.00800702986500662,0.987695432570009,NA,AMF,10000,0,0,0.5,0.6,0,0.058,0.058,1
0.973275374527902,0.985246794598032,0.00749149039592073,0.988529175522916,NA,AMF,10000,0,0,0.5,0.61,0,0.058,0.058,1
0.97480700215657,0.986206604190867,0.00700161865508787,0.989264684963357,NA,AMF,10000,0,0,0.5,0.62,0,0.058,0.058,1
0.976236920212249,0.98711904892222,0.00653631081045955,0.989916615352175,NA,AMF,10000,0,0,0.5,0.63,0,0.058,0.058,1
0.977575224162754,0.987986166159422,0.00609449655250152,0.990497056582982,NA,AMF,10000,0,0,0.5,0.64,0,0.058,0.058,1
0.978830724768181,0.988809505632721,0.00567501952225983,0.99101603357912,NA,AMF,10000,0,0,0.5,0.65,0,0.058,0.058,1
0.980011146079854,0.989590934083202,0.00527691316056538,0.9914819012463,NA,AMF,10000,0,0,0.5,0.66,0,0.058,0.058,1
0.981123288248406,0.990332726784055,0.00489937954769094,0.991901657660033,NA,AMF,10000,0,0,0.5,0.67,0,0.058,0.058,1
0.982173162109237,0.991036486609483,0.00454143723888357,0.992281193310665,NA,AMF,10000,0,0,0.5,0.68,0,0.058,0.058,1
0.983166101020026,0.991703737885778,0.00420223917276048,0.992625490249477,NA,AMF,10000,0,0,0.5,0.69,0,0.058,0.058,1
0.984106854268774,0.992335930373992,0.0038810192641309,0.99293878187797,NA,AMF,10000,0,0,0.5,0.7,0,0.058,0.058,1
0.984999665474072,0.99293416689591,0.00357712416370166,0.993224681719886,NA,AMF,10000,0,0,0.5,0.71,0,0.058,0.058,1
0.9858483387017,0.993499838813023,0.00328981949684028,0.99348628766008,NA,AMF,10000,0,0,0.5,0.72,0,0.058,0.058,1
0.986656294476899,0.99403453548489,0.0030183925610904,0.993726266703417,NA,AMF,10000,0,0,0.5,0.73,0,0.058,0.058,1
0.987426617444516,0.99453941513309,0.00276222934293075,0.993946924203032,NA,AMF,10000,0,0,0.5,0.74,0,0.058,0.058,1
0.988162097092732,0.99501558390861,0.00252074565916738,0.99415026065478,NA,AMF,10000,0,0,0.5,0.75,0,0.058,0.058,1
0.988865262689819,0.995464098226469,0.00229345024622923,0.994338018494935,NA,AMF,10000,0,0,0.5,0.76,0,0.058,0.058,1
0.989538413371623,0.995885967026156,0.0020797580715578,0.994511720826276,NA,AMF,10000,0,0,0.5,0.77,0,0.058,0.058,1
0.990183644148308,0.996281890497693,0.00187913055222205,0.994672703599319,NA,AMF,10000,0,0,0.5,0.78,0,0.058,0.058,1
0.990802868463108,0.996653072324024,0.00169109365040397,0.994822142464345,NA,AMF,10000,0,0,0.5,0.79,0,0.058,0.058,1
0.991397837826314,0.99700046322557,0.00151519472138068,0.994961075266102,NA,AMF,10000,0,0,0.5,0.8,0,0.058,0.058,1
0.991970158959017,0.997324882041773,0.00135100390641394,0.995090420961313,NA,AMF,10000,0,0,0.5,0.81,0,0.058,0.058,1
0.99252130880892,0.997627114159778,0.00119816630087068,0.995210995587731,NA,AMF,10000,0,0,0.5,0.82,0,0.058,0.058,1
0.993052647741533,0.997907912780351,0.00105620304884906,0.995323525793517,NA,AMF,10000,0,0,0.5,0.83,0,0.058,0.058,1
0.993565431161666,0.99816800016234,9.24743308714336e-4,0.995428660340214,NA,AMF,10000,0,0,0.5,0.84,0,0.058,0.058,1
0.994060819780185,0.998407981458849,8.03431622269096e-4,0.995526979916384,NA,AMF,10000,0,0,0.5,0.85,0,0.058,0.058,1
0.99453988870803,0.99862856841054,6.91927287941632e-4,0.995619005537805,NA,AMF,10000,0,0,0.5,0.86,0,0.058,0.058,1
0.995003635532059,0.998830497858388,5.89903747830363e-4,0.995705205760925,NA,AMF,10000,0,0,0.5,0.87,0,0.058,0.058,1
0.995452987504434,0.999014363020619,4.97078655196497e-4,0.995786002896528,NA,AMF,10000,0,0,0.5,0.88,0,0.058,0.058,1
0.995888807958143,0.999180735567614,4.13109986770885e-4,0.99586177837833,NA,AMF,10000,0,0,0.5,0.89,0,0.058,0.058,1
0.996311902045234,0.999330166189565,3.37708949777526e-4,0.99593287741497,NA,AMF,10000,0,0,0.5,0.9,0,0.058,0.058,1
0.996723021880791,0.999463185174042,2.70604088778244e-4,0.995999613032473,NA,AMF,10000,0,0,0.5,0.91,0,0.058,0.058,1
0.997122871164299,0.999580292089465,2.11534153836661e-4,0.996062269596678,NA,AMF,10000,0,0,0.5,0.92,0,0.058,0.058,1
0.99751210934035,0.999681953801272,1.60247789548782e-4,0.996121105890701,NA,AMF,10000,0,0,0.5,0.93,0,0.058,0.058,1
0.99789135535243,0.999768712700692,1.16511983568486e-4,0.996176357810582,NA,AMF,10000,0,0,0.5,0.94,0,0.058,0.058,1
0.998261191036513,0.999841008370849,8.00813105702242e-5,0.996228240732419,NA,AMF,10000,0,0,0.5,0.95,0,0.058,0.058,1
0.998622164195207,0.99989926726069,5.07301055580895e-5,0.996276951596092,NA,AMF,10000,0,0,0.5,0.96,0,0.058,0.058,1
0.998974791388043,0.999943902606139,2.82472484903958e-5,0.996322670743867,NA,AMF,10000,0,0,0.5,0.97,0,0.058,0.058,1
0.999319560469104,0.999975311614307,1.24284348768115e-5,0.996365563546488,NA,AMF,10000,0,0,0.5,0.98,0,0.058,0.058,1
0.999656932899391,0.999993886621741,3.0768459027913e-6,0.996405781844571,NA,AMF,10000,0,0,0.5,0.99,0,0.058,0.058,1
0.999987345858022,1,0,0.996443465229122,NA,AMF,10000,0,0,0.5,1,0,0.058,0.058,1
0.0199,0,1,0.01,NA,AMF,10000,0,0,0.5,0,0,0.06,0.06,1
0.0199,0,1,0.0100058840601804,NA,AMF,10000,0,0,0.5,0.01,0,0.06,0.06,1
0.0199,0,1,0.0100117750488705,NA,AMF,10000,0,0,0.5,0.02,0,0.06,0.06,1
0.0199,0.130589564820025,0.773980707345769,0.0100897183151747,NA,AMF,10000,0,0,0.5,0.03,0,0.06,0.06,1
0.0199,0.247344432402905,0.612989970167013,0.012004805600082,NA,AMF,10000,0,0,0.5,0.04,0,0.06,0.06,1
0.0199,0.308673282110115,0.563883913973569,0.0179667417990274,NA,AMF,10000,0,0,0.5,0.05,0,0.06,0.06,1
0.0199,0.355848484296636,0.534270078443586,0.0263637664224446,NA,AMF,10000,0,0,0.5,0.06,0,0.06,0.06,1
0.0286553005904677,0.398212655032228,0.50678574018323,0.0363424165570126,NA,AMF,10000,0,0,0.5,0.07,0,0.06,0.06,1
0.0405509221391901,0.436383259341246,0.481218946182884,0.0478387988077244,NA,AMF,10000,0,0,0.5,0.08,0,0.06,0.06,1
0.0545832578616556,0.470939168614964,0.457374781028274,0.060789571557801,NA,AMF,10000,0,0,0.5,0.09,0,0.06,0.06,1
0.070669155831652,0.502398726503529,0.435061932496608,0.075133403245673,NA,AMF,10000,0,0,0.5,0.1,0,0.06,0.06,1
0.0887079262212382,0.531207667789565,0.414104335689196,0.090812224329373,NA,AMF,10000,0,0,0.5,0.11,0,0.06,0.06,1
0.108587796153739,0.557742110488161,0.394344836510123,0.107770947638763,NA,AMF,10000,0,0,0.5,0.12,0,0.06,0.06,1
0.130189337920425,0.582317413955456,0.375644877525644,0.125956439333201,NA,AMF,10000,0,0,0.5,0.13,0,0.06,0.06,1
0.153386781208085,0.605198264174401,0.357882526959857,0.145316134960845,NA,AMF,10000,0,0,0.5,0.14,0,0.06,0.06,1
0.178049148898582,0.626608199465762,0.340949802310698,0.165796521674652,NA,AMF,10000,0,0,0.5,0.15,0,0.06,0.06,1
0.204040189279229,0.646738117185901,0.324749811817276,0.187341376316968,NA,AMF,10000,0,0,0.5,0.16,0,0.06,0.06,1
0.231219012192707,0.665753428157862,0.309194021156285,0.209889884859686,NA,AMF,10000,0,0,0.5,0.17,0,0.06,0.06,1
0.259440159644332,0.683797328811826,0.294202705001791,0.233376146037549,NA,AMF,10000,0,0,0.5,0.18,0,0.06,0.06,1
0.288554083570867,0.700985394371256,0.279713770419905,0.257734215050805,NA,AMF,10000,0,0,0.5,0.19,0,0.06,0.06,1
0.318407765764815,0.717409170791241,0.26568093601356,0.282899469390613,NA,AMF,10000,0,0,0.5,0.2,0,0.06,0.06,1
0.348845646588244,0.733144426202802,0.252066590753567,0.308806282982454,NA,AMF,10000,0,0,0.5,0.21,0,0.06,0.06,1
0.379710309297177,0.748254009766633,0.238840222041696,0.335388079506787,NA,AMF,10000,0,0,0.5,0.22,0,0.06,0.06,1
0.41084393772553,0.762789971032605,0.225977343927947,0.362577583802149,NA,AMF,10000,0,0,0.5,0.23,0,0.06,0.06,1
0.442089617296525,0.776795326946999,0.213458568343243,0.390307074211539,NA,AMF,10000,0,0,0.5,0.24,0,0.06,0.06,1
0.473292744269365,0.790305540879339,0.201268799912719,0.418508596409496,NA,AMF,10000,0,0,0.5,0.25,0,0.06,0.06,1
0.504302428419013,0.803349762047512,0.189396540688087,0.447114089251763,NA,AMF,10000,0,0,0.5,0.26,0,0.06,0.06,1
0.534973108815506,0.815951859597171,0.17783329743954,0.476055359878825,NA,AMF,10000,0,0,0.5,0.27,0,0.06,0.06,1
0.565165578281267,0.828131272782779,0.166573091003053,0.50526382729592,NA,AMF,10000,0,0,0.5,0.28,0,0.06,0.06,1
0.5947481972621,0.839903686467866,0.155612074901323,0.53466992908388,NA,AMF,10000,0,0,0.5,0.29,0,0.06,0.06,1
0.623597501673267,0.85128152866199,0.144948279576435,0.564202052590352,NA,AMF,10000,0,0,0.5,0.3,0,0.06,0.06,1
0.651598556767951,0.862274273171268,0.134581509734578,0.593784808150773,NA,AMF,10000,0,0,0.5,0.31,0,0.06,0.06,1
0.678644957128524,0.872888515035065,0.124513435988582,0.623336408378203,NA,AMF,10000,0,0,0.5,0.32,0,0.06,0.06,1
0.704638570996676,0.883127769633664,0.114747937745833,0.652764862896664,NA,AMF,10000,0,0,0.5,0.33,0,0.06,0.06,1
0.72948895242083,0.89299193142158,0.105291768878831,0.681962669960836,NA,AMF,10000,0,0,0.5,0.34,0,0.06,0.06,1
0.753112935707677,0.90247632532061,0.0961556209790029,0.710799755196241,NA,AMF,10000,0,0,0.5,0.35,0,0.06,0.06,1
0.775434205907577,0.911570317484128,0.0873556261850389,0.73911472261195,NA,AMF,10000,0,0,0.5,0.36,0,0.06,0.06,1
0.796383469871546,0.920255571675045,0.0789152227266962,0.766705311020893,NA,AMF,10000,0,0,0.5,0.37,0,0.06,0.06,1
0.815899374747637,0.928504318890278,0.0708670234119267,0.793320637962237,NA,AMF,10000,0,0,0.5,0.38,0,0.06,0.06,1
0.833930700541158,0.936278510224362,0.0632538171149094,0.8186604709315,NA,AMF,10000,0,0,0.5,0.39,0,0.06,0.06,1
0.850440218698136,0.943531330946312,0.0561272062015057,0.842389364903876,NA,AMF,10000,0,0,0.5,0.4,0,0.06,0.06,1
0.865410360979483,0.949478700690184,0.0495421921952337,0.864172742733414,NA,AMF,10000,0,0,0.5,0.41,0,0.06,0.06,1
0.878850221621198,0.952236681198822,0.0435472462474938,0.883733328655387,NA,AMF,10000,0,0,0.5,0.42,0,0.06,0.06,1
0.890802114213098,0.954851136922855,0.0381723532812462,0.900910465379176,NA,AMF,10000,0,0,0.5,0.43,0,0.06,0.06,1
0.901344732625721,0.957329521608983,0.0334202094557229,0.915694305517181,NA,AMF,10000,0,0,0.5,0.44,0,0.06,0.06,1
0.910585648434544,0.959679166844915,0.0292649586028584,0.928216756430475,NA,AMF,10000,0,0,0.5,0.45,0,0.06,0.06,1
0.918655659092393,0.961909852756208,0.0256584837991036,0.93870701791248,NA,AMF,10000,0,0,0.5,0.46,0,0.06,0.06,1
0.925707229925308,0.96402782317849,0.0225403190918943,0.947437503318035,NA,AMF,10000,0,0,0.5,0.47,0,0.06,0.06,1
0.931886178891294,0.966037783303425,0.019846823285614,0.954681680633167,NA,AMF,10000,0,0,0.5,0.48,0,0.06,0.06,1
0.937323446953673,0.96794814379807,0.0175174077552814,0.960690115394383,NA,AMF,10000,0,0,0.5,0.49,0,0.06,0.06,1
0.94213222838808,0.969764206793936,0.0155076029882196,0.965680776170059,NA,AMF,10000,0,0,0.5,0.5,0,0.06,0.06,1
0.946408159309685,0.971489660188206,0.014547644874368,0.969837599126703,NA,AMF,10000,0,0,0.5,0.51,0,0.06,0.06,1
0.950231025482637,0.97312992748301,0.0136994244331649,0.973312960359927,NA,AMF,10000,0,0,0.5,0.52,0,0.06,0.06,1
0.953667004620675,0.974690291422697,0.0128972831282342,0.97623163341742,NA,AMF,10000,0,0,0.5,0.53,0,0.06,0.06,1
0.956770917056607,0.976174731160106,0.0121351843061374,0.978695043840778,NA,AMF,10000,0,0,0.5,0.54,0,0.06,0.06,1
0.959588249522205,0.977586072775545,0.0114109858657239,0.980785280110668,NA,AMF,10000,0,0,0.5,0.55,0,0.06,0.06,1
0.96215687606345,0.978928243604266,0.010722713654571,0.982568639834952,NA,AMF,10000,0,0,0.5,0.56,0,0.06,0.06,1
0.96450847746721,0.980205404566872,0.0100684762688428,0.984098647939879,NA,AMF,10000,0,0,0.5,0.57,0,0.06,0.06,1
0.966669692690965,0.981420589300594,0.0094466877574744,0.985418561901835,NA,AMF,10000,0,0,0.5,0.58,0,0.06,0.06,1
0.968663045071686,0.982576659055617,0.00885564055619679,0.986563415612772,NA,AMF,10000,0,0,0.5,0.59,0,0.06,0.06,1
0.970507684932827,0.983675172635644,0.00829391022760954,0.987561667063249,NA,AMF,10000,0,0,0.5,0.6,0,0.06,0.06,1
0.972219984993364,0.984720009180474,0.00776013909913207,0.988436516037289,NA,AMF,10000,0,0,0.5,0.61,0,0.06,0.06,1
0.973814018776199,0.985713642607218,0.00725291624158141,0.989206952627112,NA,AMF,10000,0,0,0.5,0.62,0,0.06,0.06,1
0.975301946351776,0.986658292619299,0.00677112247797355,0.989888589297365,NA,AMF,10000,0,0,0.5,0.63,0,0.06,0.06,1
0.97669432671846,0.987556061670521,0.00631361382148807,0.990494320575436,NA,AMF,10000,0,0,0.5,0.64,0,0.06,0.06,1
0.978000372000939,0.988408329115937,0.00587921493321133,0.991034846320945,NA,AMF,10000,0,0,0.5,0.65,0,0.06,0.06,1
0.979228155363927,0.989217473361253,0.00546692776947046,0.991519087419881,NA,AMF,10000,0,0,0.5,0.66,0,0.06,0.06,1
0.980384781959561,0.989985611773061,0.00507594979793603,0.99195451679045,NA,AMF,10000,0,0,0.5,0.67,0,0.06,0.06,1
0.981476530217547,0.990714399297036,0.00470522474856768,0.992347423729256,NA,AMF,10000,0,0,0.5,0.68,0,0.06,0.06,1
0.9825089692269,0.991405409980768,0.004353898552709,0.992703125737117,NA,AMF,10000,0,0,0.5,0.69,0,0.06,0.06,1
0.983487056747512,0.992060141058968,0.00402117981394311,0.993026138888409,NA,AMF,10000,0,0,0.5,0.7,0,0.06,0.06,1
0.984415221449157,0.992679589676929,0.0037064132490867,0.993320315395402,NA,AMF,10000,0,0,0.5,0.71,0,0.06,0.06,1
0.985297432242889,0.99326548587538,0.00340880038077968,0.993588955136191,NA,AMF,10000,0,0,0.5,0.72,0,0.06,0.06,1
0.986137256997184,0.993819320540037,0.00312762451681546,0.993834896449255,NA,AMF,10000,0,0,0.5,0.73,0,0.06,0.06,1
0.986937912481886,0.994342290330343,0.00286225110504078,0.994060590358296,NA,AMF,10000,0,0,0.5,0.74,0,0.06,0.06,1
0.987702307028982,0.994835538229773,0.00261207635988487,0.994268161504944,NA,AMF,10000,0,0,0.5,0.75,0,0.06,0.06,1
0.988433077118955,0.995300155942776,0.00237660827285921,0.99445945837728,NA,AMF,10000,0,0,0.5,0.76,0,0.06,0.06,1
0.989132618878631,0.995737186216641,0.00215520986771505,0.994636094884258,NA,AMF,10000,0,0,0.5,0.77,0,0.06,0.06,1
0.989803115298355,0.996147276065541,0.00194734065982463,0.994799484905749,NA,AMF,10000,0,0,0.5,0.78,0,0.06,0.06,1
0.990446559833419,0.996531829614962,0.00175251053735466,0.99495087111843,NA,AMF,10000,0,0,0.5,0.79,0,0.06,0.06,1
0.991064776939442,0.996891746310135,0.00157025146482917,0.995091349138746,NA,AMF,10000,0,0,0.5,0.8,0,0.06,0.06,1
0.991659439998024,0.997227872720919,0.00140012982489099,0.99522188781987,NA,AMF,10000,0,0,0.5,0.81,0,0.06,0.06,1
0.992232087013099,0.997541020904647,0.00124175605120551,0.995343346377941,NA,AMF,10000,0,0,0.5,0.82,0,0.06,0.06,1
0.992784134396334,0.997831969706632,0.00109464648313568,0.995456488894464,NA,AMF,10000,0,0,0.5,0.83,0,0.06,0.06,1
0.993316889109024,0.998101466039256,9.58417555916458e-4,0.995561996639457,NA,AMF,10000,0,0,0.5,0.84,0,0.06,0.06,1
0.993831559385993,0.998350102380134,8.32701586111929e-4,0.995660478578063,NA,AMF,10000,0,0,0.5,0.85,0,0.06,0.06,1
0.994329264232333,0.998578685780363,7.171461266738e-4,0.995752480357694,NA,AMF,10000,0,0,0.5,0.86,0,0.06,0.06,1
0.994811041855007,0.998787940651653,6.11413336007303e-4,0.995838492019804,NA,AMF,10000,0,0,0.5,0.87,0,0.06,0.06,1
0.995277857167341,0.99897848063556,5.15216011563466e-4,0.995918954637647,NA,AMF,10000,0,0,0.5,0.88,0,0.06,0.06,1
0.995730608484397,0.999150897129731,4.28189757534429e-4,0.99599426604662,NA,AMF,10000,0,0,0.5,0.89,0,0.06,0.06,1
0.996170133510335,0.999305759870235,3.50041340358739e-4,0.996064785805555,NA,AMF,10000,0,0,0.5,0.9,0,0.06,0.06,1
0.996597214704742,0.999443617524544,2.80489854516222e-4,0.996130839504222,NA,AMF,10000,0,0,0.5,0.91,0,0.06,0.06,1
0.997012584102899,0.999564978121412,2.19264936105477e-4,0.996192722513383,NA,AMF,10000,0,0,0.5,0.92,0,0.06,0.06,1
0.997416927654834,0.999670344585225,1.66106443077692e-4,0.996250703258163,NA,AMF,10000,0,0,0.5,0.93,0,0.06,0.06,1
0.997810889139392,0.999760267055475,1.20774508509495e-4,0.996305026082684,NA,AMF,10000,0,0,0.5,0.94,0,0.06,0.06,1
0.998195073702182,0.999835200459041,8.3012107839299e-5,0.996355913763245,NA,AMF,10000,0,0,0.5,0.95,0,0.06,0.06,1
0.998570051060026,0.999895586161519,5.25873750845015e-5,0.996403569718535,NA,AMF,10000,0,0,0.5,0.96,0,0.06,0.06,1
0.998936358409114,0.999941851882366,2.92817622032704e-5,0.996448179958022,NA,AMF,10000,0,0,0.5,0.97,0,0.06,0.06,1
0.999294503069474,0.999974408252736,1.28837624275994e-5,0.996489914803488,NA,AMF,10000,0,0,0.5,0.98,0,0.06,0.06,1
