max_reinforce,min_diff_A,max_freq_M0,max_freq_F1,final_adapt_diff_unlinked,this.order,n.gen,r12,r23,r34,s,n.unlinked,prop.replaced0,prop.replaced1,discrim
0.999047189741221,0.999888714655343,5.60071361373092e-5,0.98485707060622,NA,AMF,10000,0,0,0.5,0.92,0,0.016,0.016,1
0.999150766563715,0.999915705690075,4.24174378272311e-5,0.985034494958747,NA,AMF,10000,0,0,0.5,0.93,0,0.016,0.016,1
0.999251651484102,0.999938723333961,3.08306393587622e-5,0.985207384034462,NA,AMF,10000,0,0,0.5,0.94,0,0.016,0.016,1
0.999349995646832,0.999957891445554,2.11835162162713e-5,0.985375908251818,NA,AMF,10000,0,0,0.5,0.95,0,0.016,0.016,1
0.999445941559822,0.999973327906216,1.34155218343929e-5,0.985540229122754,NA,AMF,10000,0,0,0.5,0.96,0,0.016,0.016,1
0.999539623777324,0.999985150155293,7.46819221768937e-6,0.985700499857696,NA,AMF,10000,0,0,0.5,0.97,0,0.016,0.016,1
0.999631169523181,0.999993466907978,3.28515370711893e-6,0.985856865919527,NA,AMF,10000,0,0,0.5,0.98,0,0.016,0.016,1
0.999720699260686,0.999998383083179,8.12938039092933e-7,0.986009465531709,NA,AMF,10000,0,0,0.5,0.99,0,0.016,0.016,1
0.99980832721454,1,0,0.986158430145161,NA,AMF,10000,0,0,0.5,1,0,0.016,0.016,1
0.0198999999999998,0,1,0.0100000000000001,NA,AMF,10000,0,0,0.5,0,0,0.018,0.018,1
0.0198999999999998,0,1,0.010001764491288,NA,AMF,10000,0,0,0.5,0.01,0,0.018,0.018,1
0.0198999999999998,0.326534773899618,0.575346631233372,0.0105057387254078,NA,AMF,10000,0,0,0.5,0.02,0,0.018,0.018,1
0.0198999999999998,0.471971472576159,0.445115457939419,0.0189475395994944,NA,AMF,10000,0,0,0.5,0.03,0,0.018,0.018,1
0.0359079242348495,0.544549151316047,0.394510244154757,0.0324953060475807,NA,AMF,10000,0,0,0.5,0.04,0,0.018,0.018,1
0.0576183230765083,0.59824814651841,0.355241799331782,0.0487360555642166,NA,AMF,10000,0,0,0.5,0.05,0,0.018,0.018,1
0.0833339734527359,0.640049735763008,0.323458709931764,0.0673139020832081,NA,AMF,10000,0,0,0.5,0.06,0,0.018,0.018,1
0.112469141011891,0.673916345522353,0.29685982659689,0.0879496424419882,NA,AMF,10000,0,0,0.5,0.07,0,0.018,0.018,1
0.1444524717244,0.702231860926557,0.27400038945064,0.110404437346883,NA,AMF,10000,0,0,0.5,0.08,0,0.018,0.018,1
0.178778562194212,0.726504782055544,0.253935722583346,0.134462752055243,NA,AMF,10000,0,0,0.5,0.09,0,0.018,0.018,1
0.214968235310938,0.74773158393825,0.236025583832976,0.159923696211806,NA,AMF,10000,0,0,0.5,0.1,0,0.018,0.018,1
0.252566162721994,0.766594571319311,0.219822571960286,0.186596659171488,NA,AMF,10000,0,0,0.5,0.11,0,0.018,0.018,1
0.291141362364609,0.783575088929157,0.205005916662539,0.214299340885684,NA,AMF,10000,0,0,0.5,0.12,0,0.018,0.018,1
0.330289232313289,0.799021297052682,0.19134063387978,0.242857180835219,NA,AMF,10000,0,0,0.5,0.13,0,0.018,0.018,1
0.369634237808193,0.813190411620203,0.178651403511904,0.272103616769562,NA,AMF,10000,0,0,0.5,0.14,0,0.018,0.018,1
0.408832653552955,0.826275981204397,0.166805308705123,0.301880820131431,NA,AMF,10000,0,0,0.5,0.15,0,0.018,0.018,1
0.447574951939444,0.838426061394552,0.155700092711523,0.332040670016007,NA,AMF,10000,0,0,0.5,0.16,0,0.018,0.018,1
0.485587564588564,0.849755661623169,0.145255960794172,0.362445794454969,NA,AMF,10000,0,0,0.5,0.17,0,0.018,0.018,1
0.52263385273809,0.860355475699947,0.135409727630082,0.392970551418738,NA,AMF,10000,0,0,0.5,0.18,0,0.018,0.018,1
0.558514212028824,0.870298131934771,0.126110560060028,0.423501853976577,NA,AMF,10000,0,0,0.5,0.19,0,0.018,0.018,1
0.593065312680449,0.879642743830669,0.117316833659131,0.453939769829692,NA,AMF,10000,0,0,0.5,0.2,0,0.018,0.018,1
0.626158537131464,0.888438267925069,0.108993786158196,0.484197846724466,NA,AMF,10000,0,0,0.5,0.21,0,0.018,0.018,1
0.657697723072617,0.896726005666974,0.101111753799041,0.514203131849794,NA,AMF,10000,0,0,0.5,0.22,0,0.018,0.018,1
0.687616349783089,0.904541478807615,0.0936448426405547,0.543895863764175,NA,AMF,10000,0,0,0.5,0.23,0,0.018,0.018,1
0.715874320028855,0.91191583812639,0.0865699300607789,0.573228817263962,NA,AMF,10000,0,0,0.5,0.24,0,0.018,0.018,1
0.742454489820601,0.9188769187703,0.0798659210415502,0.602166271396464,NA,AMF,10000,0,0,0.5,0.25,0,0.018,0.018,1
0.767359086272175,0.92545002296901,0.0735132049217348,0.630682543390508,NA,AMF,10000,0,0,0.5,0.26,0,0.018,0.018,1
0.790606132385066,0.931658486415035,0.0674932750710682,0.658759978650772,NA,AMF,10000,0,0,0.5,0.27,0,0.018,0.018,1
0.812225969599333,0.937524063795649,0.0617884894678482,0.686386196335705,NA,AMF,10000,0,0,0.5,0.28,0,0.018,0.018,1
0.832257936791311,0.943067148180942,0.0563819673165758,0.713550240242768,NA,AMF,10000,0,0,0.5,0.29,0,0.018,0.018,1
0.850747229632239,0.948306815394214,0.0512576379322294,0.740237037995657,NA,AMF,10000,0,0,0.5,0.3,0,0.018,0.018,1
0.867741927115188,0.953260659867863,0.0464004810332758,0.76641914349243,NA,AMF,10000,0,0,0.5,0.31,0,0.018,0.018,1
0.88329013258517,0.957944385383783,0.0417969992926065,0.792043866297369,NA,AMF,10000,0,0,0.5,0.32,0,0.018,0.018,1
0.897437152942422,0.962371214826117,0.0374358611853968,0.817011666731731,NA,AMF,10000,0,0,0.5,0.33,0,0.018,0.018,1
0.910222773052077,0.966551480359487,0.0333083515683084,0.841135926945819,NA,AMF,10000,0,0,0.5,0.34,0,0.018,0.018,1
0.921679414009033,0.970492516043725,0.029408512859137,0.864067073421661,NA,AMF,10000,0,0,0.5,0.35,0,0.018,0.018,1
0.931833103060551,0.974195045366988,0.0257368435545028,0.885195156070236,NA,AMF,10000,0,0,0.5,0.36,0,0.018,0.018,1
0.940707902391176,0.977637797447495,0.0223159427131877,0.903689664049735,NA,AMF,10000,0,0,0.5,0.37,0,0.018,0.018,1
0.948335394689698,0.980764059606829,0.0192042694487137,0.918881420580239,NA,AMF,10000,0,0,0.5,0.38,0,0.018,0.018,1
0.954778744042172,0.983071232332389,0.0164683325769982,0.930700195141789,NA,AMF,10000,0,0,0.5,0.39,0,0.018,0.018,1
0.960155522749064,0.984019822145279,0.0141341159932254,0.939637459428329,NA,AMF,10000,0,0,0.5,0.4,0,0.018,0.018,1
0.964624916462769,0.984914542858177,0.0121770754351488,0.946378737161609,NA,AMF,10000,0,0,0.5,0.41,0,0.018,0.018,1
0.968352783439595,0.985759498457578,0.0105452205981954,0.951534996865574,NA,AMF,10000,0,0,0.5,0.42,0,0.018,0.018,1
0.971486399809351,0.986557784771993,0.00918164046525003,0.955564123243131,NA,AMF,10000,0,0,0.5,0.43,0,0.018,0.018,1
0.974145972110044,0.987312696715467,0.00803548627776508,0.958786519049995,NA,AMF,10000,0,0,0.5,0.44,0,0.018,0.018,1
0.976425874544017,0.988026987373404,0.00706496252676787,0.961421936846389,NA,AMF,10000,0,0,0.5,0.45,0,0.018,0.018,1
0.978399177277004,0.988703167155452,0.00623687014883343,0.963621532005923,NA,AMF,10000,0,0,0.5,0.46,0,0.018,0.018,1
0.980122407508558,0.989343778418167,0.00552513372857745,0.965490671505763,NA,AMF,10000,0,0,0.5,0.47,0,0.018,0.018,1
0.98163954503702,0.989950802591018,0.00511130180560384,0.967104112922276,NA,AMF,10000,0,0,0.5,0.48,0,0.018,0.018,1
0.982985109571858,0.990526353462262,0.00481627481632612,0.968515912759002,NA,AMF,10000,0,0,0.5,0.49,0,0.018,0.018,1
0.984186468899255,0.991072331480507,0.00453685798574449,0.969765902150648,NA,AMF,10000,0,0,0.5,0.5,0,0.018,0.018,1
0.985265545599553,0.991590276051945,0.0042719412658943,0.970883964186255,NA,AMF,10000,0,0,0.5,0.51,0,0.018,0.018,1
0.986240078638178,0.992081875591721,0.00402068328139945,0.971892901215386,NA,AMF,10000,0,0,0.5,0.52,0,0.018,0.018,1
0.987124560714421,0.992548628238147,0.003782316190019,0.972810388724598,NA,AMF,10000,0,0,0.5,0.53,0,0.018,0.018,1
0.987930940202823,0.992991796800641,0.00355611744268565,0.973650329208356,NA,AMF,10000,0,0,0.5,0.54,0,0.018,0.018,1
0.988669151643638,0.993412633989596,0.00334142608763398,0.974423805757552,NA,AMF,10000,0,0,0.5,0.55,0,0.018,0.018,1
0.989347520544115,0.993812399177899,0.00313762911251568,0.975139764323447,NA,AMF,10000,0,0,0.5,0.56,0,0.018,0.018,1
0.989973075273409,0.994192165041889,0.00294415030402142,0.975805509159422,NA,AMF,10000,0,0,0.5,0.57,0,0.018,0.018,1
0.990551789657878,0.994552837680302,0.00276045861220402,0.976427067661392,NA,AMF,10000,0,0,0.5,0.58,0,0.018,0.018,1
0.991088773400424,0.994895455528845,0.00258606066429937,0.977009462580544,NA,AMF,10000,0,0,0.5,0.59,0,0.018,0.018,1
0.991588422849567,0.995220924533203,0.00242048247644472,0.97755691763593,NA,AMF,10000,0,0,0.5,0.6,0,0.018,0.018,1
0.992054541362301,0.995530062454629,0.00226330764697935,0.978073014619018,NA,AMF,10000,0,0,0.5,0.61,0,0.018,0.018,1
0.992490436144589,0.995823569531872,0.00211411702923718,0.978560814735738,NA,AMF,10000,0,0,0.5,0.62,0,0.018,0.018,1
0.992898996741651,0.996102227926567,0.00197253013056814,0.979022953279562,NA,AMF,10000,0,0,0.5,0.63,0,0.018,0.018,1
0.993282759098059,0.996366747578269,0.00183820693534229,0.979461714201972,NA,AMF,10000,0,0,0.5,0.64,0,0.018,0.018,1
0.993643958183676,0.996617762081389,0.00171079873752837,0.979879089375726,NA,AMF,10000,0,0,0.5,0.65,0,0.018,0.018,1
0.993984571493887,0.996855859431946,0.00158999148487147,0.980276826090783,NA,AMF,10000,0,0,0.5,0.66,0,0.018,0.018,1
0.994306355216547,0.997081554057551,0.00147549902723892,0.980656465422388,NA,AMF,10000,0,0,0.5,0.67,0,0.018,0.018,1
0.994610874467672,0.997295457726896,0.00136704214342984,0.981019373458381,NA,AMF,10000,0,0,0.5,0.68,0,0.018,0.018,1
0.994899528700339,0.997498068286171,0.00126435176185513,0.981366766895191,NA,AMF,10000,0,0,0.5,0.69,0,0.018,0.018,1
0.995173573162602,0.997689856924792,0.00116718269291561,0.981699734159,NA,AMF,10000,0,0,0.5,0.7,0,0.018,0.018,1
0.995434137103432,0.997871267786584,0.00107531097924938,0.982019252945346,NA,AMF,10000,0,0,0.5,0.71,0,0.018,0.018,1
0.995682239287916,0.998042678032051,9.88511403609016e-4,0.982326204872438,NA,AMF,10000,0,0,0.5,0.72,0,0.018,0.018,1
0.995918801274991,0.998204551794973,9.06571748206253e-4,0.982621387793314,NA,AMF,10000,0,0,0.5,0.73,0,0.018,0.018,1
0.996144658825776,0.998357265082212,8.2929651275906e-4,0.982905526197244,NA,AMF,10000,0,0,0.5,0.74,0,0.018,0.018,1
0.996360571742957,0.998501175159475,7.56502948347885e-4,0.983179280042429,NA,AMF,10000,0,0,0.5,0.75,0,0.018,0.018,1
0.996567232387754,0.998636621595934,6.88018549650087e-4,0.98344325229357,NA,AMF,10000,0,0,0.5,0.76,0,0.018,0.018,1
0.996765273077642,0.998763911774003,6.23667415927029e-4,0.983697995384406,NA,AMF,10000,0,0,0.5,0.77,0,0.018,0.018,1
0.996955272533125,0.998883356486431,5.63291857658219e-4,0.983944016783377,NA,AMF,10000,0,0,0.5,0.78,0,0.018,0.018,1
0.997137761513513,0.998995270137794,5.0674190377895e-4,0.984181783807308,NA,AMF,10000,0,0,0.5,0.79,0,0.018,0.018,1
0.997313227758583,0.999099928167597,4.53877686665589e-4,0.984411727801703,NA,AMF,10000,0,0,0.5,0.8,0,0.018,0.018,1
0.997482120334166,0.999197593319191,4.04563493067538e-4,0.984634247785101,NA,AMF,10000,0,0,0.5,0.81,0,0.018,0.018,1
0.997644853464141,0.999288516280155,3.58664664196487e-4,0.984849713638004,NA,AMF,10000,0,0,0.5,0.82,0,0.018,0.018,1
0.997801809918561,0.999372928603075,3.16058661213292e-4,0.985058468903206,NA,AMF,10000,0,0,0.5,0.83,0,0.018,0.018,1
0.997953344017003,0.999451058521047,2.76628554271887e-4,0.985260833253241,NA,AMF,10000,0,0,0.5,0.84,0,0.018,0.018,1
0.998099784297408,0.999523139120953,2.40262963553859e-4,0.985457104671541,NA,AMF,10000,0,0,0.5,0.85,0,0.018,0.018,1
0.998241435893331,0.999589376571527,2.06859011620603e-4,0.985647561386571,NA,AMF,10000,0,0,0.5,0.86,0,0.018,0.018,1
0.998378582656325,0.999649968273616,1.76308979539127e-4,0.985832463591969,NA,AMF,10000,0,0,0.5,0.87,0,0.018,0.018,1
0.998511489055007,0.999705103246331,1.48516258989926e-4,0.986012054980765,NA,AMF,10000,0,0,0.5,0.88,0,0.018,0.018,1
0.998640401877966,0.999754961589588,1.23388363457335e-4,0.986186564117502,NA,AMF,10000,0,0,0.5,0.89,0,0.018,0.018,1
0.998765551763991,0.99979971052818,1.00836739623107e-4,0.986356205668592,NA,AMF,10000,0,0,0.5,0.9,0,0.018,0.018,1
0.998887154579909,0.99983952798495,8.07778739560087e-5,0.986521181508344,NA,AMF,10000,0,0,0.5,0.91,0,0.018,0.018,1
0.999005412663701,0.999874571246713,6.31291976741259e-5,0.986681681715608,NA,AMF,10000,0,0,0.5,0.92,0,0.018,0.018,1
0.999120515948227,0.999904991490354,4.7811920059722e-5,0.986837885473952,NA,AMF,10000,0,0,0.5,0.93,0,0.018,0.018,1
0.999232642978979,0.999930933989074,3.4751936882891e-5,0.986989961886507,NA,AMF,10000,0,0,0.5,0.94,0,0.018,0.018,1
0.999341961837559,0.999952537414303,2.38780660646947e-5,0.987138070715149,NA,AMF,10000,0,0,0.5,0.95,0,0.018,0.018,1
0.999448630981182,0.999969936260747,1.51222836456553e-5,0.987282363052435,NA,AMF,10000,0,0,0.5,0.96,0,0.018,0.018,1
0.999552800007212,0.999983261654861,8.41840450566384e-6,0.98742298193362,NA,AMF,10000,0,0,0.5,0.97,0,0.018,0.018,1
0.999654610350687,0.999992635996267,3.70317627292796e-6,0.987560062895155,NA,AMF,10000,0,0,0.5,0.98,0,0.018,0.018,1
0.999754195921862,0.999998177387074,9.16390172208875e-7,0.987693734485308,NA,AMF,10000,0,0,0.5,0.99,0,0.018,0.018,1
0.999851683689959,1,0,0.987824118731826,NA,AMF,10000,0,0,0.5,1,0,0.018,0.018,1
0.0198999999999999,0,1,0.0100000000000001,NA,AMF,10000,0,0,0.5,0,0,0.02,0.02,1
0.0198999999999999,0,1,0.0100019605843137,NA,AMF,10000,0,0,0.5,0.01,0,0.02,0.02,1
0.0198999999999999,0.285001729865589,0.618816390292632,0.0103172743904247,NA,AMF,10000,0,0,0.5,0.02,0,0.02,0.02,1
0.0198999999999999,0.446067547228232,0.463156521297283,0.0173344862334599,NA,AMF,10000,0,0,0.5,0.03,0,0.02,0.02,1
0.0318449854199703,0.520080760618572,0.412411942794208,0.0299818959362613,NA,AMF,10000,0,0,0.5,0.04,0,0.02,0.02,1
0.0517449226052864,0.575522026564438,0.372540571334377,0.0452582617497576,NA,AMF,10000,0,0,0.5,0.05,0,0.02,0.02,1
0.0755163232910012,0.61895855548164,0.340047998588282,0.0628323965819407,NA,AMF,10000,0,0,0.5,0.06,0,0.02,0.02,1
0.102703316499239,0.654281449847144,0.312732452748652,0.0824413328811732,NA,AMF,10000,0,0,0.5,0.07,0,0.02,0.02,1
0.132787772293107,0.683876098059263,0.28918805345611,0.103863235989748,NA,AMF,10000,0,0,0.5,0.08,0,0.02,0.02,1
0.165288755421401,0.709275073080288,0.268479629179434,0.126899034606022,NA,AMF,10000,0,0,0.5,0.09,0,0.02,0.02,1
0.199766344296931,0.731501697056163,0.249965613142439,0.151363655969679,NA,AMF,10000,0,0,0.5,0.1,0,0.02,0.02,1
0.235799075845195,0.751262276704362,0.2331935905492,0.177081403676613,NA,AMF,10000,0,0,0.5,0.11,0,0.02,0.02,1
0.272984024191829,0.769058161190847,0.217836922654769,0.203883700615666,NA,AMF,10000,0,0,0.5,0.12,0,0.02,0.02,1
0.310938455501155,0.785253727416851,0.203655025377827,0.231608242842341,NA,AMF,10000,0,0,0.5,0.13,0,0.02,0.02,1
0.349302290258543,0.800119172529012,0.190467665388103,0.26009901762142,NA,AMF,10000,0,0,0.5,0.14,0,0.02,0.02,1
0.387740827618299,0.813858358712564,0.178137821453651,0.289206846894238,NA,AMF,10000,0,0,0.5,0.15,0,0.02,0.02,1
0.425947339460369,0.826627479066595,0.166559938618179,0.318790228567685,NA,AMF,10000,0,0,0.5,0.16,0,0.02,0.02,1
0.463645253771056,0.838547907049725,0.155651675975941,0.348716311280592,NA,AMF,10000,0,0,0.5,0.17,0,0.02,0.02,1
0.500589736305772,0.849715252148408,0.145347979854552,0.378861877718768,NA,AMF,10000,0,0,0.5,0.18,0,0.02,0.02,1
0.536568555643809,0.860205873728726,0.135596745540171,0.40911423907415,NA,AMF,10000,0,0,0.5,0.19,0,0.02,0.02,1
0.57140218338118,0.870081648480406,0.126355591656735,0.439371964615048,NA,AMF,10000,0,0,0.5,0.2,0,0.02,0.02,1
0.60494313875101,0.87939350919541,0.117589432833514,0.469545387861099,NA,AMF,10000,0,0,0.5,0.21,0,0.02,0.02,1
0.637074634348588,0.888184099725209,0.10926863831907,0.499556844795949,NA,AMF,10000,0,0,0.5,0.22,0,0.02,0.02,1
0.667708615514624,0.896489780924041,0.101367629902556,0.529340608799594,NA,AMF,10000,0,0,0.5,0.23,0,0.02,0.02,1
0.696783309399067,0.904342150775794,0.0938638157455223,0.558842489370998,NA,AMF,10000,0,0,0.5,0.24,0,0.02,0.02,1
0.724260410721336,0.911769194014656,0.0867367860824394,0.588019053954378,NA,AMF,10000,0,0,0.5,0.25,0,0.02,0.02,1
0.750122030587875,0.918796143184718,0.0799677177743393,0.616836409483801,NA,AMF,10000,0,0,0.5,0.26,0,0.02,0.02,1
0.774367523981465,0.925446108134751,0.0735389512956183,0.645268435490361,NA,AMF,10000,0,0,0.5,0.27,0,0.02,0.02,1
0.797010292706391,0.931740509900519,0.0674337190489464,0.673294283058995,NA,AMF,10000,0,0,0.5,0.28,0,0.02,0.02,1
0.818074635872399,0.937699333832175,0.0616360210493218,0.700894827878129,NA,AMF,10000,0,0,0.5,0.29,0,0.02,0.02,1
0.837592691860556,0.943341191583682,0.0561306665752398,0.728047569885255,NA,AMF,10000,0,0,0.5,0.3,0,0.02,0.02,1
0.855601487429656,0.94868314837973,0.0509035318691784,0.754719181453666,NA,AMF,10000,0,0,0.5,0.31,0,0.02,0.02,1
0.872140087242142,0.953740233041811,0.0459421219476746,0.780854484783174,NA,AMF,10000,0,0,0.5,0.32,0,0.02,0.02,1
0.887246834957818,0.958524538581608,0.0412365336033279,0.806359926610554,NA,AMF,10000,0,0,0.5,0.33,0,0.02,0.02,1
0.900956744763419,0.963043977457705,0.0367807585050831,0.831077721290836,NA,AMF,10000,0,0,0.5,0.34,0,0.02,0.02,1
0.913299439012634,0.967301228710435,0.0325737878567854,0.854741399696522,NA,AMF,10000,0,0,0.5,0.35,0,0.02,0.02,1
0.924299025202722,0.971293039643018,0.0286203646869244,0.876901265714935,NA,AMF,10000,0,0,0.5,0.36,0,0.02,0.02,1
0.933978149127834,0.975005517636489,0.0249358254718391,0.896868026660504,NA,AMF,10000,0,0,0.5,0.37,0,0.02,0.02,1
0.942367034108451,0.978401950275514,0.0215585691556183,0.913873626982194,NA,AMF,10000,0,0,0.5,0.38,0,0.02,0.02,1
0.949519775532764,0.981187196674527,0.0185466996680503,0.927509702426572,NA,AMF,10000,0,0,0.5,0.39,0,0.02,0.02,1
0.955535579525666,0.982239967066588,0.0159406400407873,0.937979978403967,NA,AMF,10000,0,0,0.5,0.4,0,0.02,0.02,1
0.960560201128859,0.983233269056321,0.0137346855929711,0.945883372163349,NA,AMF,10000,0,0,0.5,0.41,0,0.02,0.02,1
0.96475925448571,0.984171337497139,0.0118862684024455,0.951874946325913,NA,AMF,10000,0,0,0.5,0.42,0,0.02,0.02,1
0.96828904497025,0.985057705904982,0.0103390921146479,0.956492127277457,NA,AMF,10000,0,0,0.5,0.43,0,0.02,0.02,1
0.971281897693882,0.985896092227154,0.00903871323551551,0.960126488883764,NA,AMF,10000,0,0,0.5,0.44,0,0.02,0.02,1
0.973843810081219,0.986689270201299,0.00793864283595937,0.963050794891518,NA,AMF,10000,0,0,0.5,0.45,0,0.02,0.02,1
0.976057699078384,0.98744037189409,0.00700125306154494,0.965453194009543,NA,AMF,10000,0,0,0.5,0.46,0,0.02,0.02,1
0.97798801066551,0.988151971721873,0.00619672365572843,0.967464364503849,NA,AMF,10000,0,0,0.5,0.47,0,0.02,0.02,1
0.97968496505645,0.98882628170303,0.00568573185320943,0.969176388218979,NA,AMF,10000,0,0,0.5,0.48,0,0.02,0.02,1
0.981187975618008,0.989465776090257,0.00535657643503021,0.970655291841505,NA,AMF,10000,0,0,0.5,0.49,0,0.02,0.02,1
0.982528258292871,0.990072399748281,0.00504600642191812,0.971949288542577,NA,AMF,10000,0,0,0.5,0.5,0,0.02,0.02,1
0.98373078159764,0.990647910272213,0.00475153644477636,0.973094217715427,NA,AMF,10000,0,0,0.5,0.51,0,0.02,0.02,1
0.984815715594785,0.991194255075994,0.00447223202200971,0.97411717698523,NA,AMF,10000,0,0,0.5,0.52,0,0.02,0.02,1
0.985799510864891,0.99171302145452,0.00420724038840444,0.975038983185903,NA,AMF,10000,0,0,0.5,0.53,0,0.02,0.02,1
0.986695706913373,0.992205502665253,0.00395576489788078,0.97587586658016,NA,AMF,10000,0,0,0.5,0.54,0,0.02,0.02,1
0.987515542821972,0.992673302541673,0.00371706491364107,0.976640656055002,NA,AMF,10000,0,0,0.5,0.55,0,0.02,0.02,1
0.988268422723393,0.993117705737864,0.00349047080629596,0.977343621272504,NA,AMF,10000,0,0,0.5,0.56,0,0.02,0.02,1
0.98896227394997,0.993539851495168,0.00327533226853477,0.977993080070991,NA,AMF,10000,0,0,0.5,0.57,0,0.02,0.02,1
0.989603825176999,0.993940808910641,0.00307107252527849,0.978595842792287,NA,AMF,10000,0,0,0.5,0.58,0,0.02,0.02,1
0.990198824394656,0.994321752041564,0.00287713137242774,0.979157541673544,NA,AMF,10000,0,0,0.5,0.59,0,0.02,0.02,1
0.990752211214768,0.994683646726583,0.00269299254794364,0.979682878105694,NA,AMF,10000,0,0,0.5,0.6,0,0.02,0.02,1
0.991268254210465,0.995027372663544,0.00251819197984789,0.980175810426279,NA,AMF,10000,0,0,0.5,0.61,0,0.02,0.02,1
0.991750661246684,0.995353722349442,0.00235225976636166,0.980639698123531,NA,AMF,10000,0,0,0.5,0.62,0,0.02,0.02,1
0.992202668772953,0.99566361589868,0.00219478212696606,0.981077413715708,NA,AMF,10000,0,0,0.5,0.63,0,0.02,0.02,1
0.992627114597833,0.995957798973876,0.00204537568030288,0.9814914303949,NA,AMF,10000,0,0,0.5,0.64,0,0.02,0.02,1
0.993026497594082,0.996236974414717,0.00190365234215124,0.98188389131185,NA,AMF,10000,0,0,0.5,0.65,0,0.02,0.02,1
0.993403026988087,0.996501744975113,0.00176926633768081,0.982256664817634,NA,AMF,10000,0,0,0.5,0.66,0,0.02,0.02,1
0.993758663290898,0.996752783632026,0.00164190688159775,0.98261138886465,NA,AMF,10000,0,0,0.5,0.67,0,0.02,0.02,1
0.99409515247785,0.996990716503769,0.00152125030736143,0.982949506966418,NA,AMF,10000,0,0,0.5,0.68,0,0.02,0.02,1
0.994414054680827,0.997216096076034,0.00140700481856989,0.983272297530664,NA,AMF,10000,0,0,0.5,0.69,0,0.02,0.02,1
0.994716768394278,0.9974294453039,0.00129889821385557,0.983580897949814,NA,AMF,10000,0,0,0.5,0.7,0,0.02,0.02,1
0.995004550992884,0.997631222880512,0.00119668777745127,0.983876324513436,NA,AMF,10000,0,0,0.5,0.71,0,0.02,0.02,1
0.995278536200759,0.997821918486702,0.00110011135125894,0.984159488967835,NA,AMF,10000,0,0,0.5,0.72,0,0.02,0.02,1
0.995539749028355,0.998002010583454,0.00100893940567465,0.984431212367228,NA,AMF,10000,0,0,0.5,0.73,0,0.02,0.02,1
0.995789118595698,0.998171916635502,9.22954832483791e-4,0.984692236723325,NA,AMF,10000,0,0,0.5,0.74,0,0.02,0.02,1
0.996027489183378,0.998332033334171,8.41959494174153e-4,0.98494323485459,NA,AMF,10000,0,0,0.5,0.75,0,0.02,0.02,1
0.996255629791064,0.998482737752726,7.65751884115301e-4,0.985184818754943,NA,AMF,10000,0,0,0.5,0.76,0,0.02,0.02,1
0.996474242433956,0.998624350738144,6.94141682120491e-4,0.985417546738258,NA,AMF,10000,0,0,0.5,0.77,0,0.02,0.02,1
0.99668396936781,0.998757260276681,6.26953718961819e-4,0.98564192956536,NA,AMF,10000,0,0,0.5,0.78,0,0.02,0.02,1
0.996885399400931,0.998881793194759,5.64021387182152e-4,0.98585843572116,NA,AMF,10000,0,0,0.5,0.79,0,0.02,0.02,1
0.997079073425309,0.998998255445555,5.05192680560994e-4,0.986067495978556,NA,AMF,10000,0,0,0.5,0.8,0,0.02,0.02,1
0.997265489277666,0.999106938901044,4.50309774643624e-4,0.98626950736108,NA,AMF,10000,0,0,0.5,0.81,0,0.02,0.02,1
0.997445106023538,0.999208122060709,3.99226688719708e-4,0.986464836596453,NA,AMF,10000,0,0,0.5,0.82,0,0.02,0.02,1
0.997618347743044,0.999302051487427,3.51807255796381e-4,0.986653823137327,NA,AMF,10000,0,0,0.5,0.83,0,0.02,0.02,1
0.997785606884954,0.999389003397765,3.0792153312042e-4,0.986836781812556,NA,AMF,10000,0,0,0.5,0.84,0,0.02,0.02,1
0.997947247245683,0.99946922478208,2.67447783169195e-4,0.987014005161897,NA,AMF,10000,0,0,0.5,0.85,0,0.02,0.02,1
0.998103606621528,0.999542944741359,2.30267346713176e-4,0.98718576549844,NA,AMF,10000,0,0,0.5,0.86,0,0.02,0.02,1
0.998254999175448,0.999610382647499,1.9626277437171e-4,0.987352316736054,NA,AMF,10000,0,0,0.5,0.87,0,0.02,0.02,1
0.998401717553874,0.999671748570811,1.65326682060282e-4,0.987513896013335,NA,AMF,10000,0,0,0.5,0.88,0,0.02,0.02,1
0.998544034784061,0.999727238388915,1.37356261094949e-4,0.987670725140754,NA,AMF,10000,0,0,0.5,0.89,0,0.02,0.02,1
0.998682205978327,0.999777047303077,1.1225306923919e-4,0.987823011893711,NA,AMF,10000,0,0,0.5,0.9,0,0.02,0.02,1
0.998816469867984,0.999821367977651,8.9925055517514e-5,0.987970951170878,NA,AMF,10000,0,0,0.5,0.91,0,0.02,0.02,1
0.998947050186744,0.999860375255906,7.02786768942413e-5,0.988114726034443,NA,AMF,10000,0,0,0.5,0.92,0,0.02,0.02,1
0.999074156920822,0.999894237198798,5.32272929956185e-5,0.988254508646513,NA,AMF,10000,0,0,0.5,0.93,0,0.02,0.02,1
0.99919798744074,0.999923115313174,3.86885077301819e-5,0.988390461113988,NA,AMF,10000,0,0,0.5,0.94,0,0.02,0.02,1
0.99931872752796,0.999947162919444,2.65831698769777e-5,0.988522736252519,NA,AMF,10000,0,0,0.5,0.95,0,0.02,0.02,1
0.999436552307857,0.999966531574838,1.68358005792523e-5,0.988651478278795,NA,AMF,10000,0,0,0.5,0.96,0,0.02,0.02,1
